Category;Subcategory;Technologies name;Technologies param;c_inv;c_maint;gwp_constr;lifetime;c_p;fmin_perc;fmax_perc;f_min;f_max;Comment
;;Name (simplified);Name (in model and documents);"[Meuro/GW]
[Meuro/GWh] 
[Meuro/(Mkmpass/h)] 
[Meuro/(Mtonkm/h)]";"[Meuro/GW/y]
[Meuro/GWh/y] 
[Meuro/(Mkmpass/h)/y] 
[Meuro/(Mtonkm/h)/y]";"[ktonCO2_eq/GW]
[ktonCO2_eq/GWh]
[ktonCO2_eq/(Mkmpass/h)]
[ktonCO2_eq/(Mtonkm/h)]";[years];[];[];[];[GW];[GW];
Electricity;Electricity;Nuclear; NUCLEAR ;4845.73;102.930986;707.88;60;0.849;0;1;0;2;
Electricity;Electricity;Combined cycle gas turbine; CCGT ;771.99;19.55202588;183.79;25;0.961538462;0;1;0;1.00E+15;
Electricity;Electricity;Amonia combined cycle gas turbine; CCGT_AMMONIA ;771.99;19.55202588;183.79;25;0.961538462;0;1;0;1.00E+15;
Electricity;Electricity;Ultra-supercritical coal power plant; COAL_US ;2516.71;29.38376695;331.6;35;0.868;0;1;0;0;
Electricity;Electricity;Intagrated gasification combined cycle with coal; COAL_IGCC ;3245.81;48.42022379;331.6;35;0.856;0;1;0;0;
Electricity;Electricity;Photovoltaic; PV ;870;9.935466867;2081.43;25;1;0;1;0;59.2;
Electricity;Electricity;Wind onshore; WIND_ONSHORE ;1040;12.096;622.85;30;1;0;1;0;10;
Electricity;Electricity;Wind offshore; WIND_OFFSHORE ;4974.63;34.611;622.85;30;1;0;1;0;6;
Electricity;Electricity;Hydro river; HYDRO_RIVER ;5044.92;50.4447982;1262.82;40;1;0;1;0;0.115;
Electricity;Electricity;Geothermal power plant; GEOTHERMAL ;7488;139.1104;24929.09;30;0.95;0;1;0;0;
Heat;Heat high temperature;Cogeneration gas (industry); IND_COGEN_GAS ;1408.03;90.50685713;1024.32;25;0.85;0;1;0;1.00E+15;
Heat;Heat high temperature;Cogeneration wood (industry); IND_COGEN_WOOD ;1080.79;39.57043986;165.33;25;0.85;0;1;0;1.00E+15;
Heat;Heat high temperature;Cogeneration waste (industry); IND_COGEN_WASTE ;2927.87;107.936516;647.82;25;0.85;0;1;0;1.00E+15;
Heat;Heat high temperature;Boiler gas (industry); IND_BOILER_GAS ;58.89;1.179885757;12.32;17;0.95;0;1;0;1.00E+15;
Heat;Heat high temperature;Boiler wood (industry); IND_BOILER_WOOD ;115.18;2.303586478;28.87;17;0.9;0;1;0;1.00E+15;
